"Total_BacDive_ids";"Phylum";"Class";"Order";"Family";"Genus";"gram_stain_positive";"gram_stain_negative";"cell_length_<=_0.9";"cell_length_>_0.9_to_1.3";"cell_length_>_1.3_to_2";"cell_length_>_2";"cell_width_<=_0.3";"cell_width_>_0.3_to_0.5";"cell_width_>_0.5_to_0.7";"cell_width_>_0.7";"cell_shape_coccus-shaped";"cell_shape_rod-shaped";"cell_shape_filament-shaped";"cell_shape_ovoid-shaped";"cell_shape_pleomorphic-shaped";"cell_shape_curved-shaped";"cell_shape_other";"cell_shape_spiral-shaped";"motility_no";"motility_yes";"flagellum_arrangement_polar";"flagellum_arrangement_peritrichous";"flagellum_arrangement_gliding";"pigmentation_production_yes";"pigmentation_production_no";"colony_color_colorless";"colony_color_cream";"colony_color_yellow";"colony_color_white";"colony_color_brown";"colony_color_pink";"colony_color_orange";"colony_color_red";"colony_color_grey";"colony_color_green";"colony_color_blue";"forms_multicellular_complex_no";"forms_multicellular_complex_yes";"temperature_opt_<=_10";"temperature_opt_>_10_to_22";"temperature_opt_>_22_to_32";"temperature_opt_>_32_to_42";"temperature_opt_>_42";"temperature_preference_psychrophilic";"temperature_preference_psychrotrophic";"temperature_preference_mesophilic";"temperature_preference_thermophilic";"temperature_range_<=_10";"temperature_range_>_10_to_22";"temperature_range_>_22_to_32";"temperature_range_>_32_to_42";"temperature_range_>_42";"temperature_delta_<=_10";"temperature_delta_>_10_to_25";"temperature_delta_>_25_to_40";"temperature_delta_>_40";"pH_opt_<=_5";"pH_opt_>_5_to_6.5";"pH_opt_>_6.5_to_7.5";"pH_opt_>_7.5_to_8.5";"pH_opt_>_8.5";"pH_preference_acidophile";"pH_preference_acido-neutrophile";"pH_preference_neutrophile";"pH_preference_alkalino-neutrophile";"pH_preference_alkalino-alkaliphile";"pH_range_<=_5";"pH_range_>_5_to_6.5";"pH_range_>_6.5_to_7.5";"pH_range_>_7.5_to_8.5";"pH_range_>_8.5";"pH_delta_<=_1.5";"pH_delta_>_1.5_to_3.5";"pH_delta_>_3.5_to_5.5";"pH_delta_>_5.5";"spore_formation_no";"spore_formation_yes";"halophily_opt_<=_1";"halophily_opt_>_1_to_4";"halophily_opt_>_4_to_8";"halophily_opt_>_8";"halophily_preference_non-halophilic";"halophily_preference_weakly";"halophily_preference_moderate";"halophily_preference_extreme";"halophily_range_<=_1";"halophily_range_>_1_to_4";"halophily_range_>_4_to_8";"halophily_range_>_8";"halophily_delta_<=_1";"halophily_delta_>_1_to_5";"halophily_delta_>_5_to_9";"halophily_delta_>_9";"oxygen_tolerance_facultative";"oxygen_tolerance_microaerophile";"oxygen_tolerance_anaerobe";"oxygen_tolerance_aerobe";"antibiotic_resistance_frequency_<=_0.15";"antibiotic_resistance_frequency_>_0.15_to_0.85";"antibiotic_resistance_frequency_>_0.85";"energy_source_chemotroph";"energy_source_phototroph";"electron_donnor_organotroph";"electron_donnor_lithotroph";"carbon_source_autotroph";"carbon_source_heterotroph";"biosafety_level_1";"biosafety_level_2";"biosafety_level_3";"gc_content_<=_40.2";"gc_content_>_40.2_to_56.4";"gc_content_>_56.4_to_68.1";"gc_content_>_68.1";"rRNA16S_gene_copies_<=_3";"rRNA16S_gene_copies_>_3_to_5";"rRNA16S_gene_copies_>_5_to_7";"rRNA16S_gene_copies_>_7";"estimated_genome_size_<=_3.036";"estimated_genome_size_>_3.036_to_5.196";"estimated_genome_size_>_5.196_to_7.49";"estimated_genome_size_>_7.49"
1;"Pseudomonadota";"Gammaproteobacteria";"Lysobacterales";"Lysobacteraceae";"Rehaibacterium";0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0,2;0,6;0,2;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;1;0;0;0;0,25;0,5;0,25;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;NA;NA;NA;NA;1;0;0;0
3;"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Reichenbachiella";0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0,5;0,5;NA;NA;NA;0;1;0;0;0;0;0,5;0,5;0;0;0;0;0;NA;NA;0;0;1;0;0;0,157407407407407;0,648148148148148;0,194444444444444;0;NA;NA;NA;NA;NA;0,333333333333333;0;0,666666666666667;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0;1;0;0;0,208333333333333;0,416666666666667;0,375;0;NA;NA;NA;NA;0;0;0,5;0,5;0;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;0,666666666666667;0,333333333333333;0
6;"Pseudomonadota";"Gammaproteobacteria";"Pseudomonadales";"Saccharospirillaceae";"Reinekea";0;1;0;0,333333333333333;0,333333333333333;0,333333333333333;0,666666666666667;0,333333333333333;0;0;0;1;0;0;0;0;0;0;0,2;0,8;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;NA;0;0,2;0,8;0;0;0,309343434343434;0,492424242424242;0,198232323232323;0;NA;NA;NA;NA;NA;0;0,2;0,8;0;0;0,111111111111111;0,777777777777778;0,111111111111111;0;0,0972222222222223;0,138888888888889;0,416666666666667;0,25;0,0972222222222223;NA;NA;NA;NA;NA;0,333333333333333;0;0,333333333333333;0,333333333333333;1;0;0;0,875;0,125;0;0,270833333333333;0,5625;0,166666666666667;0;NA;NA;NA;NA;0;0,25;0,25;0,5;0;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;1;0;0;0,2;0,8;0;0
1;"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Reticulibacteraceae";"Reticulibacter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;0;0;0;1
1;"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhabdaerophilaceae";"Rhabdaerophilum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;"Bacillota";"Clostridia";"Eubacteriales";"Garciellaceae";"Rhabdanaerobium";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0,166666666666667;0,666666666666666;0,166666666666667;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0;1;0;0;0,333333333333333;0,666666666666667;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
1;"Pseudomonadota";"Gammaproteobacteria";"Chromatiales";"Chromatiaceae";"Rhabdochromatium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Rhabdonatronobacter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
2;"Actinomycetota";"Acidimicrobiia";"Acidimicrobiales";"Iamiaceae";"Rhabdothermincola";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;"Deinococcota";"Deinococci";"Thermales";"Thermaceae";"Rhabdothermus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA
1;"Proteobacteria";"Alphaproteobacteria";NA;"Rhizobiaceae";"Rhizobiaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"[Rhizobium] sphaerophysae group";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;"Actinomycetota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Rhizocola";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;0;0;1
1;"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Streptosporangiaceae";"Rhizohabitans";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1
4;"Pseudomonadota";"Alphaproteobacteria";"Micropepsales";"Micropepsaceae";"Rhizomicrobium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0,75;0,25;0;NA;NA;NA;NA;0;1;0;0
9;"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Rhizorhapis";0;1;0,75;0,25;0;0;0,25;0,75;0;0;0;1;0;0;0;0;0;0;0,6;0,4;NA;NA;NA;0,5;0,5;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0,5;0,5;0;0;0,25;0,722222222222222;0,0277777777777778;0;NA;NA;NA;NA;NA;0;0,6;0,4;0;0;0;1;0;0;0;0,270833333333333;0,541666666666667;0,1875;0;NA;NA;NA;NA;NA;0,25;0,75;0;0;1;0;1;0;0;0;0,766666666666667;0,133333333333333;0,1;0;NA;NA;NA;NA;0,6;0,2;0;0,2;0;0;0;1;0,333333333333333;0,333333333333333;0,333333333333333;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0
1;"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Rhizosphaericola";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;0
7;"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Tropicibacter";0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0,5;0,5;NA;NA;NA;0;1;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0,5;0,5;0;0,0694444444444445;0,777777777777778;0,152777777777778;0;NA;NA;NA;NA;NA;0;0,5;0,5;0;0;0;0,5;0,5;0;0;0,25;0,375;0,375;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0;0,5;0,5;0;0,1;0,533333333333333;0,266666666666666;0,1;NA;NA;NA;NA;0;0;0,5;0,5;0;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;0,833333333333333;0,166666666666667;0
34;"Pseudomonadota";"Gammaproteobacteria";"Lysobacterales";"Rhodanobacteraceae";"Rhodanobacter";0;1;0;0;1;0;0;0,333333333333333;0,333333333333333;0,333333333333333;0;1;0;0;0;0;0;0;0,583333333333333;0,416666666666667;NA;NA;NA;1;0;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0,916666666666667;0,0833333333333333;0;0,0567708333333334;0,871354166666667;0,071875;0;NA;NA;NA;NA;NA;0,285714285714286;0,428571428571429;0,285714285714286;0;0;0,325757575757576;0,598484848484849;0,053030303030303;0,0227272727272727;0,121464646464647;0,233838383838384;0,352020202020202;0,179292929292929;0,113383838383838;NA;NA;NA;NA;NA;0;0,3;0,5;0,2;1;0;0,7;0,3;0;0;0,595238095238095;0,333333333333333;0,0714285714285714;0;NA;NA;NA;NA;0,428571428571429;0,428571428571429;0;0,142857142857143;0,125;0;0;0,875;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0
26;"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Rhodobacter";0;1;0,142857142857143;0,428571428571429;0,285714285714286;0,142857142857143;0,142857142857143;0,285714285714286;0,142857142857143;0,428571428571429;0;0,727272727272727;0;0,272727272727273;0;0;0;0;0,0909090909090909;0,909090909090909;1;0;0;1;0;0;0,5;0;0;0,25;0;0;0,25;0;0;0;NA;NA;0;0;0,851851851851852;0,148148148148148;0;0,0285087719298246;0,811842105263158;0,142105263157895;0,0175438596491228;NA;NA;NA;NA;NA;0,5;0,3;0,2;0;0;0,231481481481481;0,703703703703704;0,0648148148148148;0;0,0166666666666667;0,245238095238095;0,411904761904762;0,255238095238095;0,070952380952381;NA;NA;NA;NA;NA;0,1;0,8;0,1;0;1;0;0,875;0,125;0;0;0,666666666666667;0,285714285714286;0,0476190476190476;0;NA;NA;NA;NA;0,166666666666667;0,666666666666667;0,166666666666667;0;0;0,0833333333333333;0,666666666666667;0,25;0,333333333333333;0,666666666666667;0;0;1;1;0;0;1;1;0;0;0;0;0,692307692307692;0,307692307692308;0,111111111111111;0,888888888888889;0;0;0;1;0;0
1;"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Paenirhodobacter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
9;"Proteobacteria";"Alphaproteobacteria";NA;"Rhodobacteraceae";"Rhodobacteraceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,722222222222222;0,277777777777778;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Methyloligellaceae";"Rhodobium";0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0,5;0,5;NA;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,166666666666667;0,166666666666667;0,333333333333333;0,166666666666667;0,166666666666667;NA;NA;NA;NA;NA;0;0;1;0;1;0;0;1;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;0;0;0;1;0,333333333333333;0;0,666666666666667;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0,666666666666667;0,333333333333333;NA;NA;NA;NA;0;1;0;0
4;"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Beijerinckiaceae";"Rhodoblastus";0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,5;0,5;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,05;0,9;0,05;0;NA;NA;NA;NA;NA;0,5;0;0,5;0;0;1;0;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;0,25;0,5;0,25;0;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0;1;0;1;NA;NA;0,5;0,5;1;0;0;0;0;1;0;NA;NA;NA;NA;0;1;0;0
1;"Rhodothermota";"Rhodothermia";"Rhodothermales";"Rhodothermaceae";"Rhodocaloribacter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
3;"Pseudomonadota";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Rhodocyclus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0,333333333333333;0,666666666666667;0;0
2;"Bacteroidota";"Bacteroidia";"Cytophagales";"Cytophagaceae";"Rhodocytophaga";0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;NA;NA;0;0;1;0;0;0,225;0,55;0,225;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0;0,125;0,583333333333333;0,291666666666667;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;1;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1
1;"Bacteroidota";"Cytophagia";"Cytophagales";"Thermoflexibacteraceae";"Rhodoflexus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
2;"Balneolota";"Balneolia";"Balneolales";"Balneolaceae";"Rhodohalobacter";0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;0;0;1;0;0,125;0,208333333333333;0,583333333333333;0,0833333333333335;NA;NA;NA;NA;NA;0;0;1;0;0;0;0,75;0,25;0;0;0;0,533333333333334;0,366666666666667;0,1;NA;NA;NA;NA;NA;0,5;0,5;0;0;1;0;0;0,5;0,25;0,25;0,166666666666666;0,458333333333333;0,25;0,125;NA;NA;NA;NA;0;0,5;0;0,5;0;0;0;1;0;1;0;NA;NA;NA;NA;0;1;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;0;1;0;0
